time,open,high,low,close,volume,TRS
1685578341,1884.15,1884.25,1884.15,1884.25,254,54.977674089185015
1685578342,1884.85,1884.9,1884.35,1884.4,107,54.977674089185015
1685578343,1884.3,1884.9,1884.25,1884.85,12,54.977674089185015
1685578344,1884.1,1884.2,1884.1,1884.2,157,54.977674089185015
1685578345,1884.25,1884.3,1884.25,1884.3,2,54.977674089185015
1685578346,1884.4,1884.45,1884.3,1884.3,101,54.977674089185015
1685578347,1884.4,1884.45,1884.4,1884.45,50,54.977674089185015
1685578348,1884.8,1884.85,1884.45,1884.5,106,54.977674089185015
1685578350,1884.8,1884.8,1884.8,1884.8,3000,54.977674089185015
1685578351,1885.3,1885.35,1884.85,1884.85,109,54.977674089185015
1685578352,1885.5,1885.55,1885.5,1885.55,2,54.977674089185015
1685578353,1885.15,1885.55,1885.15,1885.5,5650,54.977674089185015
1685578354,1885.15,1885.2,1885.15,1885.15,2266,54.977674089185015
1685578355,1885.2,1885.2,1885.15,1885.15,2,54.977674089185015
1685578356,1885.35,1885.4,1884.85,1884.9,10,54.977674089185015
1685578357,1885.4,1885.4,1885.35,1885.35,2,54.977674089185015
1685578358,1885.3,1885.35,1884.95,1885.0,107,54.977674089185015
1685578359,1885.35,1885.35,1885.3,1885.3,2,54.977674089185015
1685578360,1884.8,1884.8,1884.75,1884.8,3,54.977674089185015
1685578361,1885.7,1885.75,1884.8,1884.8,43905,54.977674089185015
1685578362,1886.25,1886.3,1885.75,1885.75,206,54.977674089185015
1685578363,1886.3,1886.3,1886.25,1886.25,2,54.977674089185015
1685578364,1886.7,1886.75,1886.25,1886.3,163,54.977674089185015
1685578365,1887.7,1887.7,1886.75,1886.75,2295,54.977674089185015
1685578366,1887.55,1887.55,1887.5,1887.5,90,54.977674089185015
1685578367,1887.55,1887.55,1887.5,1887.55,6,54.977674089185015
1685578368,1886.95,1887.2,1886.9,1887.15,5,54.977674089185015
1685578369,1886.7,1887.25,1886.65,1886.95,33,54.977674089185015
1685578370,1886.5,1886.7,1886.45,1886.65,69,54.977674089185015
1685578372,1886.5,1886.5,1886.45,1886.5,4,54.977674089185015
1685578376,1886.25,1886.25,1886.2,1886.2,2,54.977674089185015
1685578377,1885.9,1885.9,1885.85,1885.9,4,54.977674089185015
1685578380,1886.3,1886.35,1885.85,1885.9,4,54.977674089185015
1685578381,1886.5,1886.55,1886.5,1886.55,37,54.977674089185015
1685578382,1886.15,1886.55,1886.15,1886.5,6,54.977674089185015
1685578385,1886.65,1886.7,1886.5,1886.55,105,54.977674089185015
1685578386,1886.7,1886.7,1886.65,1886.65,267,54.977674089185015
1685578387,1886.2,1886.6,1886.15,1886.55,4,54.977674089185015
1685578389,1886.15,1886.2,1886.15,1886.2,1820,54.977674089185015
1685578390,1886.15,1886.2,1886.15,1886.15,4,54.977674089185015
1685578391,1886.4,1886.4,1886.15,1886.2,5004,54.977674089185015
1685578392,1886.35,1886.4,1886.35,1886.4,2,54.977674089185015
1685578395,1886.4,1886.4,1886.35,1886.35,4,54.977674089185015
1685578396,1886.85,1886.9,1886.4,1886.4,11356,54.977674089185015
1685578398,1886.9,1886.9,1886.85,1886.85,2,54.977674089185015
1685578399,1886.9,1886.9,1886.85,1886.9,4,54.977674089185015
1685578400,1886.55,1886.85,1886.55,1886.85,30189,54.977674089185015
1685578401,1886.6,1886.6,1886.55,1886.55,104,54.977674089185015
1685578404,1886.55,1886.6,1886.55,1886.6,44,54.977674089185015
1685578405,1886.6,1886.6,1886.55,1886.55,2,54.977674089185015
1685578407,1886.45,1886.5,1886.4,1886.45,503,54.977674089185015
1685578413,1886.45,1886.45,1886.45,1886.45,11,54.977674089185015
1685578414,1886.2,1886.45,1886.15,1886.4,14913,54.977674089185015
1685578415,1886.0,1886.15,1885.95,1886.15,30186,54.977674089185015
1685578418,1885.65,1885.65,1885.6,1885.6,2,54.977674089185015
1685578419,1885.45,1885.45,1885.45,1885.45,1,54.977674089185015
1685578422,1885.4,1885.45,1885.4,1885.45,4,54.977674089185015
1685578424,1885.8,1885.85,1885.4,1885.4,7690,54.977674089185015
1685578425,1885.7,1885.85,1885.65,1885.8,6080,54.977674089185015
1685578426,1885.8,1885.85,1885.65,1885.7,4,54.977674089185015
1685578427,1885.75,1885.8,1885.25,1885.8,62897,54.977674089185015
1685578433,1884.95,1885.1,1884.95,1885.1,5548,54.977674089185015
1685578434,1884.95,1885.0,1884.95,1884.95,53,54.977674089185015
1685578442,1885.45,1885.5,1885.0,1885.0,4898,54.977674089185015
1685578443,1885.25,1885.25,1885.25,1885.25,32,54.977674089185015
1685578444,1885.2,1885.25,1885.2,1885.25,2,54.977674089185015
1685578446,1886.15,1886.15,1885.5,1885.5,15009,54.977674089185015
1685578447,1886.35,1886.4,1886.2,1886.2,438,54.977674089185015
1685578448,1886.0,1886.05,1886.0,1886.05,2,54.977674089185015
1685578452,1886.0,1886.0,1886.0,1886.0,20000,54.977674089185015
1685578454,1885.65,1885.7,1885.65,1885.7,2,54.977674089185015
1685578456,1885.6,1885.6,1885.6,1885.6,87,54.977674089185015
1685578457,1885.8,1885.85,1885.55,1885.6,4,54.977674089185015
1685578458,1886.0,1886.0,1885.6,1885.6,7406,54.977674089185015
1685578459,1886.2,1886.25,1886.2,1886.25,2,54.977674089185015
1685578468,1885.25,1885.3,1885.25,1885.3,38,54.977674089185015
1685578480,1885.7,1885.75,1885.7,1885.75,2,54.977674089185015
1685578481,1885.7,1885.75,1885.7,1885.75,1356,54.977674089185015
1685578485,1885.15,1885.2,1885.15,1885.2,2,54.977674089185015
1685578486,1885.2,1885.2,1885.2,1885.2,36,54.977674089185015
1685578487,1885.15,1885.2,1885.15,1885.2,2,54.977674089185015
1685578489,1885.15,1885.2,1885.15,1885.15,5280,54.977674089185015
1685578492,1885.2,1885.2,1885.2,1885.2,67,54.977674089185015
1685578495,1885.2,1885.2,1885.2,1885.2,36,54.977674089185015
1685578498,1884.9,1885.15,1884.9,1885.15,30198,54.977674089185015
1685578500,1885.15,1885.2,1885.15,1885.2,6,54.977674089185015
1685578502,1885.4,1885.45,1885.3,1885.35,99,54.977674089185015
1685578503,1885.85,1885.9,1885.4,1885.45,1498,54.977674089185015
1685578504,1886.15,1886.2,1885.85,1885.9,12,54.977674089185015
1685578505,1886.15,1886.2,1886.15,1886.2,10,54.977674089185015
1685578508,1886.35,1886.4,1886.35,1886.4,2,54.977674089185015
1685578510,1886.25,1886.35,1886.25,1886.35,3773,54.977674089185015
1685578511,1885.85,1885.85,1885.85,1885.85,1886,54.977674089185015
1685578512,1885.85,1885.85,1885.85,1885.85,50,54.977674089185015
1685578516,1886.6,1886.65,1885.9,1885.9,3005,54.977674089185015
1685578519,1885.75,1886.1,1885.75,1886.1,16218,54.977674089185015
1685578525,1885.75,1885.75,1885.75,1885.75,9382,54.977674089185015
1685578535,1885.15,1885.3,1885.15,1885.3,103,54.977674089185015
1685578537,1885.05,1885.1,1885.05,1885.1,2,54.977674089185015
1685578538,1885.05,1885.05,1885.05,1885.05,2,54.977674089185015
1685578540,1885.4,1885.45,1885.1,1885.1,94254,54.977674089185015
1685578544,1885.75,1885.8,1885.45,1885.45,94274,54.977674089185015
1685578545,1885.75,1885.75,1885.75,1885.75,1000,54.977674089185015
1685578550,1885.5,1885.5,1885.15,1885.15,94287,54.977674089185015
1685578553,1885.3,1885.35,1885.3,1885.35,2,54.977674089185015
1685578554,1885.45,1885.5,1885.45,1885.5,2,54.977674089185015
1685578560,1885.3,1885.3,1885.3,1885.3,100,54.977674089185015
1685578562,1885.1,1885.15,1885.1,1885.15,2,54.977674089185015
1685578566,1885.15,1885.15,1885.15,1885.15,97,54.977674089185015
1685578568,1885.3,1885.35,1885.3,1885.35,2,54.977674089185015
1685578569,1885.35,1885.35,1885.35,1885.35,574,54.977674089185015
1685578582,1886.1,1886.15,1885.2,1885.2,125006,54.977674089185015
1685578583,1886.2,1886.25,1886.2,1886.25,3877,54.977674089185015
1685578584,1886.55,1886.6,1886.45,1886.5,4,54.977674089185015
1685578585,1886.75,1886.8,1886.75,1886.8,3448,54.977674089185015
1685578590,1886.75,1886.75,1886.75,1886.75,673,54.977674089185015
1685578592,1886.8,1886.85,1886.55,1886.55,5,54.977674089185015
1685578595,1886.8,1886.85,1886.8,1886.85,739,54.977674089185015
1685578605,1887.45,1887.5,1886.85,1886.85,942,54.977674089185015
1685578606,1887.45,1887.5,1887.45,1887.5,6409,54.977674089185015
1685578610,1887.6,1887.65,1887.6,1887.65,2,54.977674089185015
1685578611,1887.6,1887.65,1887.6,1887.65,5,54.977674089185015
1685578632,1887.3,1887.6,1887.3,1887.6,8109,54.977674089185015
1685578643,1885.6,1885.65,1885.6,1885.65,2,54.977674089185015
1685578647,1886.1,1886.15,1885.65,1885.65,2826,54.977674089185015
1685578650,1886.15,1886.15,1886.15,1886.15,2816,54.977674089185015
1685578651,1886.1,1886.15,1886.1,1886.15,8809,54.977674089185015
1685578656,1886.0,1886.0,1886.0,1886.0,368,54.977674089185015
1685578663,1886.65,1886.7,1886.0,1886.05,8087,54.977674089185015
1685578666,1886.15,1886.35,1886.15,1886.35,1213,54.977674089185015
1685578667,1886.15,1886.2,1886.15,1886.2,2,54.977674089185015
1685578671,1886.0,1886.15,1886.0,1886.15,5082,54.977674089185015
1685578672,1886.0,1886.0,1886.0,1886.0,5002,54.977674089185015
1685578675,1886.0,1886.0,1886.0,1886.0,200,54.977674089185015
1685578681,1886.0,1886.0,1886.0,1886.0,5002,54.977674089185015
1685578682,1886.0,1886.0,1886.0,1886.0,550,54.977674089185015
1685578686,1885.65,1886.0,1885.15,1886.0,44635,54.977674089185015
1685578688,1886.6,1886.6,1885.7,1885.7,3715,54.977674089185015
1685578689,1886.6,1886.65,1886.6,1886.65,3,54.977674089185015
1685578690,1886.5,1886.6,1886.5,1886.6,19650,54.977674089185015
1685578691,1886.1,1886.15,1886.1,1886.15,2,54.977674089185015
1685578699,1886.0,1886.0,1886.0,1886.0,100,54.977674089185015
1685578702,1885.45,1885.5,1885.45,1885.5,2,54.977674089185015
1685578704,1885.6,1885.65,1885.6,1885.65,2,54.977674089185015
1685578707,1885.35,1885.4,1885.35,1885.4,2,54.977674089185015
1685578717,1885.0,1885.35,1885.0,1885.35,100350,54.977674089185015
1685578720,1885.1,1885.15,1885.1,1885.15,2,54.977674089185015
1685578737,1885.15,1885.15,1885.15,1885.15,3000,54.977674089185015
1685578738,1885.5,1885.55,1884.55,1884.6,702,54.977674089185015
1685578743,1885.2,1885.25,1885.2,1885.25,2,54.977674089185015
1685578748,1885.15,1885.2,1884.85,1884.9,8,54.977674089185015
1685578753,1885.0,1885.05,1884.75,1884.8,4,54.977674089185015
1685578755,1885.15,1885.2,1885.15,1885.2,2,54.977674089185015
1685578756,1885.75,1885.8,1885.2,1885.2,5868,54.977674089185015
1685578759,1885.75,1885.75,1885.75,1885.75,2776,54.977674089185015
1685578767,1885.05,1885.1,1885.05,1885.1,2,54.977674089185015
1685578771,1884.9,1884.95,1884.9,1884.95,2,54.977674089185015
1685578790,1884.65,1884.7,1884.65,1884.7,2,54.977674089185015
1685578793,1884.65,1884.65,1884.65,1884.65,6436,54.977674089185015
1685578798,1884.45,1884.5,1884.45,1884.5,2,54.977674089185015
1685578805,1885.2,1885.25,1884.7,1884.7,9,54.977674089185015
1685578806,1885.45,1885.5,1885.45,1885.5,2,54.977674089185015
1685578810,1885.45,1885.5,1885.45,1885.5,1002,54.977674089185015
1685578817,1884.95,1884.95,1884.95,1884.95,175,54.977674089185015
1685578818,1885.75,1885.8,1885.1,1885.1,5,54.977674089185015
1685578821,1886.25,1886.25,1885.8,1885.8,167,54.977674089185015
1685578822,1886.2,1886.2,1886.2,1886.2,1,54.977674089185015
1685578833,1886.2,1886.2,1886.2,1886.2,387,54.977674089185015
1685578836,1885.85,1885.9,1885.85,1885.9,2,54.977674089185015
1685578850,1885.7,1885.75,1885.7,1885.75,2,54.977674089185015
1685578855,1885.7,1885.7,1885.7,1885.7,84,54.977674089185015
1685578858,1886.75,1886.8,1886.0,1886.0,23933,54.977674089185015
1685578860,1887.3,1887.35,1886.95,1887.0,171,54.977674089185015
1685578861,1887.3,1887.35,1887.3,1887.35,12,54.977674089185015
1685578868,1887.1,1887.15,1887.1,1887.15,2,54.977674089185015
1685578869,1887.3,1887.3,1887.3,1887.3,100000,54.977674089185015
1685578873,1887.35,1887.35,1887.35,1887.35,192,54.977674089185015
1685578876,1887.35,1887.35,1887.35,1887.35,192,54.977674089185015
1685578877,1887.3,1887.35,1887.3,1887.35,2,54.977674089185015
1685578879,1888.1,1888.15,1887.35,1887.35,16365,54.977674089185015
1685578880,1888.3,1888.35,1888.3,1888.35,257,54.977674089185015
1685578882,1888.95,1889.0,1888.35,1888.35,409,54.977674089185015
1685578883,1888.2,1889.3,1888.2,1889.0,34493,54.977674089185015
1685578884,1888.05,1888.2,1888.05,1888.2,27239,54.977674089185015
1685578885,1887.75,1887.95,1887.75,1887.95,113,54.977674089185015
