time,open,high,low,close,volume,TRS
1685577601,1873.55,1873.6,1873.55,1873.6,11920,54.977674089185015
1685577606,1873.8,1873.85,1873.65,1873.65,106,54.977674089185015
1685577607,1873.95,1874.0,1873.8,1873.85,6010,54.977674089185015
1685577609,1873.95,1874.0,1873.95,1874.0,672,54.977674089185015
1685577610,1874.05,1874.1,1874.05,1874.1,2,54.977674089185015
1685577611,1874.55,1874.6,1874.2,1874.25,11,54.977674089185015
1685577613,1874.55,1874.6,1874.55,1874.6,28166,54.977674089185015
1685577614,1874.75,1874.8,1874.6,1874.6,115328,54.977674089185015
1685577615,1874.25,1874.8,1874.25,1874.8,81083,54.977674089185015
1685577616,1874.3,1874.3,1874.3,1874.3,19768,54.977674089185015
1685577617,1874.45,1874.5,1874.25,1874.3,6,54.977674089185015
1685577618,1874.4,1874.45,1874.4,1874.45,2,54.977674089185015
1685577619,1874.4,1874.45,1874.4,1874.45,1131,54.977674089185015
1685577625,1874.6,1874.65,1874.6,1874.65,2,54.977674089185015
1685577638,1874.75,1874.8,1874.75,1874.8,2,54.977674089185015
1685577641,1875.5,1875.55,1874.8,1874.8,2015,54.977674089185015
1685577642,1875.5,1875.5,1875.5,1875.5,17,54.977674089185015
1685577644,1875.1,1875.5,1875.1,1875.5,30002,54.977674089185015
1685577645,1875.1,1875.1,1875.1,1875.1,2,54.977674089185015
1685577656,1874.3,1875.1,1874.3,1875.1,33337,54.977674089185015
1685577657,1874.3,1874.35,1874.3,1874.35,2,54.977674089185015
1685577660,1874.4,1874.45,1874.4,1874.45,4,54.977674089185015
1685577661,1874.4,1874.4,1874.4,1874.4,2,54.977674089185015
1685577663,1874.4,1874.4,1874.4,1874.4,2,54.977674089185015
1685577664,1874.4,1874.4,1874.4,1874.4,5001,54.977674089185015
1685577665,1874.4,1874.4,1874.4,1874.4,1,54.977674089185015
1685577668,1874.4,1874.4,1874.4,1874.4,1,54.977674089185015
1685577669,1874.4,1874.4,1874.4,1874.4,1,54.977674089185015
1685577670,1874.4,1874.4,1874.4,1874.4,1,54.977674089185015
1685577672,1874.4,1874.4,1874.4,1874.4,1,54.977674089185015
1685577681,1874.4,1874.4,1874.4,1874.4,11673,54.977674089185015
1685577685,1874.25,1874.3,1874.25,1874.3,2,54.977674089185015
1685577687,1874.25,1874.25,1874.25,1874.25,1,54.977674089185015
1685577711,1874.45,1874.5,1874.45,1874.5,2,54.977674089185015
1685577713,1875.0,1875.05,1874.65,1874.7,6,54.977674089185015
1685577715,1875.05,1875.05,1875.05,1875.05,254,54.977674089185015
1685577716,1875.0,1875.05,1875.0,1875.05,2,54.977674089185015
1685577722,1875.5,1875.55,1875.05,1875.05,4006,54.977674089185015
1685577735,1875.5,1875.55,1875.5,1875.55,1002,54.977674089185015
1685577763,1875.5,1875.5,1875.5,1875.5,947,54.977674089185015
1685577782,1876.05,1876.1,1875.55,1875.55,3471,54.977674089185015
1685577787,1876.25,1876.3,1876.1,1876.1,4002,54.977674089185015
1685577790,1876.25,1876.25,1876.25,1876.25,1,54.977674089185015
1685577792,1876.4,1876.45,1876.3,1876.3,4002,54.977674089185015
1685577801,1876.55,1876.6,1876.45,1876.45,21,54.977674089185015
1685577803,1877.05,1877.1,1876.6,1876.6,16,54.977674089185015
1685577807,1877.1,1877.1,1877.1,1877.1,92,54.977674089185015
1685577812,1876.5,1877.1,1876.5,1877.1,30074,54.977674089185015
1685577813,1876.5,1876.5,1876.5,1876.5,1,54.977674089185015
1685577816,1876.3,1876.5,1876.3,1876.5,200,54.977674089185015
1685577822,1875.85,1875.85,1875.85,1875.85,4,54.977674089185015
1685577823,1875.85,1875.9,1875.85,1875.85,42,54.977674089185015
1685577832,1875.75,1875.75,1875.75,1875.75,100,54.977674089185015
1685577852,1875.6,1875.6,1875.6,1875.6,19750,54.977674089185015
1685577853,1876.05,1876.1,1875.55,1875.55,3,54.977674089185015
1685577857,1875.4,1875.45,1875.4,1875.45,2,54.977674089185015
1685577875,1875.7,1875.75,1875.5,1875.5,7,54.977674089185015
1685577901,1876.1,1876.15,1875.9,1875.95,6,54.977674089185015
1685577904,1876.3,1876.35,1876.25,1876.3,4,54.977674089185015
1685577905,1876.3,1876.35,1876.3,1876.35,5,54.977674089185015
1685577912,1876.4,1876.45,1876.4,1876.4,4,54.977674089185015
1685577913,1877.0,1877.05,1876.55,1876.55,4995,54.977674089185015
1685577915,1876.35,1877.0,1876.35,1877.0,30418,54.977674089185015
1685577919,1876.35,1876.4,1876.35,1876.4,2,54.977674089185015
1685577920,1876.55,1876.6,1876.5,1876.55,4,54.977674089185015
1685577948,1875.65,1876.55,1875.65,1876.55,21458,54.977674089185015
1685577967,1874.6,1875.65,1874.6,1875.65,34370,54.977674089185015
1685577968,1874.6,1874.65,1874.6,1874.65,2,54.977674089185015
1685577976,1874.55,1874.6,1874.55,1874.6,2,54.977674089185015
1685577979,1874.8,1874.85,1874.8,1874.85,1478,54.977674089185015
1685577981,1874.45,1874.55,1874.45,1874.55,22000,54.977674089185015
1685577983,1874.35,1874.4,1874.35,1874.4,2,54.977674089185015
1685577987,1874.2,1874.35,1874.2,1874.35,14,54.977674089185015
1685577994,1874.05,1874.05,1874.05,1874.05,382,54.977674089185015
1685577995,1873.55,1873.75,1873.55,1873.75,1985,54.977674089185015
1685577996,1873.55,1873.6,1873.55,1873.6,22,54.977674089185015
1685578000,1873.85,1873.9,1873.85,1873.9,2,54.977674089185015
1685578017,1873.55,1873.55,1873.55,1873.55,10872,54.977674089185015
1685578023,1873.4,1873.55,1873.4,1873.55,2448,54.977674089185015
1685578024,1873.35,1873.4,1873.35,1873.4,25,54.977674089185015
1685578029,1873.35,1873.35,1873.35,1873.35,73183,54.977674089185015
1685578030,1873.35,1873.35,1873.35,1873.35,5,54.977674089185015
1685578038,1873.95,1874.0,1873.4,1873.4,12846,54.977674089185015
1685578043,1874.1,1874.15,1874.1,1874.15,2,54.977674089185015
1685578047,1874.1,1874.1,1874.1,1874.1,392,54.977674089185015
1685578051,1874.2,1874.25,1874.2,1874.25,2,54.977674089185015
1685578052,1874.3,1874.35,1874.3,1874.3,102,54.977674089185015
1685578071,1874.35,1874.35,1874.35,1874.35,1,54.977674089185015
1685578079,1874.3,1874.35,1874.3,1874.35,2,54.977674089185015
1685578083,1874.3,1874.35,1874.3,1874.3,10484,54.977674089185015
1685578086,1874.3,1874.35,1874.3,1874.35,3240,54.977674089185015
1685578101,1875.05,1875.05,1874.35,1874.35,20530,54.977674089185015
1685578115,1874.5,1874.55,1874.5,1874.55,2,54.977674089185015
1685578120,1874.35,1874.5,1874.35,1874.5,4190,54.977674089185015
1685578121,1874.35,1874.4,1874.35,1874.4,2,54.977674089185015
1685578132,1874.75,1874.8,1874.65,1874.7,4,54.977674089185015
1685578137,1874.55,1874.6,1874.55,1874.6,2,54.977674089185015
1685578161,1875.2,1875.25,1874.75,1874.75,17154,54.977674089185015
1685578167,1875.5,1875.55,1875.4,1875.45,4,54.977674089185015
1685578182,1875.55,1875.6,1875.55,1875.6,2,54.977674089185015
1685578208,1876.3,1876.35,1875.6,1875.6,799,54.977674089185015
1685578212,1876.35,1876.65,1876.35,1876.35,93817,54.977674089185015
1685578213,1876.4,1876.7,1876.4,1876.4,93819,54.977674089185015
1685578214,1876.45,1876.45,1876.35,1876.35,93820,54.977674089185015
1685578215,1876.45,1876.75,1876.45,1876.45,93824,54.977674089185015
1685578217,1876.75,1876.8,1876.4,1876.45,93826,54.977674089185015
1685578218,1876.85,1876.9,1876.85,1876.9,2,54.977674089185015
1685578220,1876.9,1877.1,1876.9,1877.1,98336,54.977674089185015
1685578221,1877.05,1877.05,1876.9,1876.9,93845,54.977674089185015
1685578222,1876.9,1876.9,1876.9,1876.9,93852,54.977674089185015
1685578226,1877.05,1877.05,1876.9,1876.9,93845,54.977674089185015
1685578228,1877.05,1877.05,1876.9,1876.9,93852,54.977674089185015
1685578230,1877.05,1877.05,1877.05,1877.05,93852,54.977674089185015
1685578231,1877.05,1877.1,1877.05,1877.05,93854,54.977674089185015
1685578233,1877.45,1877.45,1877.1,1877.1,93858,54.977674089185015
1685578234,1877.05,1877.4,1877.05,1877.4,30036,54.977674089185015
1685578236,1877.1,1877.4,1877.1,1877.1,93854,54.977674089185015
1685578238,1877.3,1877.3,1877.15,1877.15,93855,54.977674089185015
1685578240,1877.4,1877.45,1877.3,1877.3,93867,54.977674089185015
1685578241,1877.4,1877.45,1877.4,1877.45,93872,54.977674089185015
1685578243,1877.6,1877.65,1877.45,1877.45,93872,54.977674089185015
1685578244,1877.85,1877.85,1877.65,1877.7,93893,54.977674089185015
1685578245,1878.0,1878.0,1877.8,1877.85,93896,54.977674089185015
1685578246,1877.95,1878.0,1877.95,1877.95,16642,54.977674089185015
1685578247,1878.1,1878.1,1878.0,1878.0,93902,54.977674089185015
1685578248,1878.1,1878.1,1878.1,1878.1,1500,54.977674089185015
1685578249,1877.6,1878.05,1877.6,1878.05,33994,54.977674089185015
1685578250,1877.6,1877.6,1877.6,1877.6,20,54.977674089185015
1685578252,1878.05,1878.1,1877.8,1877.8,1193,54.977674089185015
1685578253,1878.9,1878.95,1878.1,1878.1,23122,54.977674089185015
1685578254,1881.6,1881.6,1878.95,1878.95,241899,54.977674089185015
1685578255,1881.7,1883.4,1881.55,1881.85,468383,54.977674089185015
1685578256,1882.85,1883.6,1881.75,1881.75,46840,54.977674089185015
1685578257,1882.4,1882.55,1881.95,1882.5,1117,54.977674089185015
1685578258,1882.05,1882.65,1882.0,1882.35,691,54.977674089185015
1685578259,1882.75,1882.75,1882.3,1882.3,262,54.977674089185015
1685578260,1882.75,1882.75,1882.2,1882.7,502,54.977674089185015
1685578261,1882.45,1882.45,1882.2,1882.25,282,54.977674089185015
1685578262,1881.85,1882.45,1881.85,1882.4,4284,54.977674089185015
1685578263,1881.45,1881.85,1881.45,1881.8,8306,54.977674089185015
1685578264,1882.45,1882.45,1881.8,1881.8,907,54.977674089185015
1685578265,1882.45,1882.45,1882.45,1882.45,33,54.977674089185015
1685578266,1882.85,1882.85,1882.85,1882.85,24,54.977674089185015
1685578267,1884.3,1884.3,1883.05,1883.05,96934,54.977674089185015
1685578268,1882.95,1884.3,1882.95,1884.25,99425,54.977674089185015
1685578269,1883.5,1883.6,1882.95,1883.0,100044,54.977674089185015
1685578270,1884.35,1884.35,1883.5,1883.5,398,54.977674089185015
1685578271,1887.7,1887.7,1884.45,1884.45,356482,54.977674089185015
1685578272,1887.45,1889.3,1887.4,1887.7,528615,54.977674089185015
1685578273,1886.2,1888.55,1886.15,1887.4,352629,54.977674089185015
1685578274,1887.6,1887.65,1886.2,1886.2,24859,54.977674089185015
1685578275,1888.55,1889.4,1888.3,1888.35,46310,54.977674089185015
1685578276,1888.1,1889.5,1888.1,1888.55,246100,54.977674089185015
1685578277,1887.5,1888.9,1887.45,1888.35,131,54.977674089185015
1685578278,1886.55,1887.5,1886.5,1887.5,7034,54.977674089185015
1685578279,1886.8,1886.85,1886.5,1886.5,65191,54.977674089185015
1685578280,1886.65,1886.9,1886.6,1886.85,155,54.977674089185015
1685578281,1886.15,1886.35,1886.15,1886.3,471,54.977674089185015
1685578282,1885.65,1886.2,1885.6,1886.15,2329,54.977674089185015
1685578283,1885.65,1885.85,1885.6,1885.65,254,54.977674089185015
1685578284,1886.2,1886.2,1885.6,1885.65,47863,54.977674089185015
1685578285,1885.65,1886.6,1885.6,1886.2,40297,54.977674089185015
1685578286,1885.55,1885.65,1885.5,1885.6,146110,54.977674089185015
1685578287,1885.55,1885.8,1885.5,1885.55,119,54.977674089185015
1685578288,1885.55,1885.55,1885.55,1885.55,136,54.977674089185015
1685578289,1885.2,1885.5,1884.15,1885.5,162982,54.977674089185015
1685578290,1884.55,1884.95,1884.5,1884.95,85,54.977674089185015
1685578291,1884.9,1884.95,1884.5,1884.55,338,54.977674089185015
1685578292,1885.0,1885.6,1884.95,1884.95,482,54.977674089185015
1685578293,1885.35,1885.6,1884.95,1885.0,106,54.977674089185015
1685578294,1885.35,1885.35,1885.3,1885.35,8,54.977674089185015
1685578295,1884.6,1884.9,1884.55,1884.85,8,54.977674089185015
1685578296,1884.15,1884.8,1884.1,1884.6,20034,54.977674089185015
1685578297,1884.6,1884.75,1884.15,1884.15,130,54.977674089185015
1685578299,1884.1,1884.6,1884.05,1884.6,82,54.977674089185015
1685578300,1883.85,1884.2,1883.85,1884.1,1525,54.977674089185015
1685578301,1884.15,1884.2,1884.05,1884.1,30,54.977674089185015
1685578302,1884.0,1884.2,1883.95,1884.15,4,54.977674089185015
1685578303,1883.95,1884.0,1883.95,1884.0,5006,54.977674089185015
1685578304,1884.25,1884.3,1884.0,1884.05,4,54.977674089185015
1685578305,1884.4,1884.45,1884.3,1884.3,101,54.977674089185015
1685578306,1884.05,1884.45,1884.05,1884.4,30136,54.977674089185015
1685578307,1883.9,1884.0,1883.85,1884.0,758,54.977674089185015
1685578308,1884.0,1884.05,1883.85,1883.9,26,54.977674089185015
1685578311,1884.0,1884.05,1884.0,1884.0,4,54.977674089185015
1685578312,1884.1,1884.15,1884.0,1884.05,54,54.977674089185015
1685578314,1885.0,1885.05,1884.2,1884.25,2715,54.977674089185015
1685578315,1885.45,1885.45,1885.05,1885.05,30375,54.977674089185015
1685578316,1885.45,1885.45,1885.45,1885.45,3,54.977674089185015
1685578317,1884.7,1885.4,1884.7,1885.4,30171,54.977674089185015
1685578318,1885.0,1885.05,1884.7,1884.75,448,54.977674089185015
1685578319,1885.2,1885.25,1885.1,1885.15,10,54.977674089185015
1685578320,1886.4,1886.45,1885.25,1885.25,5072,54.977674089185015
1685578321,1886.4,1886.45,1885.75,1886.45,24,54.977674089185015
1685578322,1886.65,1886.7,1886.4,1886.45,597,54.977674089185015
1685578323,1886.05,1886.5,1886.05,1886.5,12,54.977674089185015
1685578324,1886.9,1886.95,1886.4,1886.45,360,54.977674089185015
1685578325,1886.9,1886.95,1886.9,1886.95,30,54.977674089185015
1685578326,1886.75,1886.95,1886.7,1886.9,8,54.977674089185015
1685578327,1885.85,1886.7,1885.8,1886.7,11,54.977674089185015
1685578328,1885.8,1885.85,1885.8,1885.85,2,54.977674089185015
1685578329,1885.85,1885.85,1885.8,1885.8,1367,54.977674089185015
1685578331,1885.5,1885.8,1885.45,1885.8,7169,54.977674089185015
1685578335,1884.95,1885.2,1884.9,1885.15,494,54.977674089185015
1685578336,1884.9,1884.95,1884.9,1884.95,4,54.977674089185015
1685578337,1884.55,1884.95,1884.5,1884.9,6,54.977674089185015
1685578338,1884.4,1884.4,1884.35,1884.35,89,54.977674089185015
1685578339,1884.35,1884.4,1884.35,1884.4,2,54.977674089185015
1685578340,1884.3,1884.4,1884.25,1884.35,6,54.977674089185015
